Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,75,10000
2,0,3,150,10000
3,0,2,223,10000
4,0,2,298,10000
5,0,70,302,10000
6,0,32,417,10000
7,0,93,426,10000
8,0,115,477,10000
9,0,192,477,10000
10,0,263,477,0
11,0,252,565,0
12,0,310,581,0
13,0,331,628,0
14,0,404,628,0
15,0,478,628,0
16,0,462,720,0
17,0,522,733,0
18,0,526,798,0
19,0,600,798,0
20,0,670,798,0
21,0,683,861,0
22,0,757,861,0
23,0,832,861,0
24,0,907,861,0
25,0,979,861,0
26,0,1054,861,0
27,0,1130,861,0
28,0,1202,861,0
29,0,1278,861,0
30,17,1351,844,0
31,17,1380,889,0
32,35,1454,872,0
33,35,1496,903,0
34,35,1571,903,0
35,35,1646,903,0
36,35,1723,903,0
37,35,1796,903,0
38,35,1871,903,0
39,35,1942,903,0
40,35,2011,903,0
41,35,2085,903,0
42,35,2160,903,0
43,35,2231,903,0
44,35,2305,903,0
45,35,2378,903,0
46,35,2448,903,0
47,35,2519,903,0
48,35,2594,903,0
49,35,2664,903,0
50,35,2737,903,0
51,35,2810,904,0
52,35,2884,904,0
53,35,2950,910,0
54,35,3024,910,0
55,35,3098,910,0
56,35,3168,910,0
57,35,3243,910,0
58,35,3317,910,0
59,35,3390,910,0
60,35,3461,910,0
61,35,3532,910,0
62,35,3603,910,0
63,35,3676,910,0
64,35,3746,910,0
65,35,3819,910,0
66,35,3890,910,0
67,35,3964,910,0
68,35,4038,910,0
69,35,4110,910,0
70,35,4182,910,0
71,35,4256,910,0
72,35,4329,910,0
73,35,4398,911,0
74,35,4469,911,0
75,35,4541,911,0
76,35,4613,911,0
77,35,4686,911,0
78,35,4761,911,0
79,35,4834,911,0
80,35,4907,911,0
81,35,4980,911,0
82,37,5053,909,0
83,38,5124,908,0
84,39,5195,907,0
85,39,5267,907,0
86,39,5339,909,0
87,39,5413,909,0
88,39,5485,909,0
89,39,5556,909,0
90,39,5623,913,0
91,39,5695,913,0
