Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,4,8,10000
2,0,4,18,10000
3,0,4,27,10000
4,0,4,37,10000
5,0,4,46,0
6,0,2,58,0
7,0,8,61,0
8,0,10,69,0
9,0,10,78,10000
10,0,20,78,10000
11,0,18,90,10000
12,0,27,90,10000
13,0,30,97,10000
14,0,36,101,10000
15,0,45,101,0
16,0,36,120,0
17,0,45,120,0
18,0,48,127,0
19,0,52,133,0
20,0,61,133,0
21,0,58,146,0
22,0,67,146,0
23,0,72,151,0
24,0,78,155,0
25,0,87,155,0
26,0,96,156,0
27,0,90,171,0
28,0,95,176,0
29,0,101,180,0
30,2,110,178,0
31,2,120,178,0
32,3,117,189,0
33,3,118,198,0
34,3,118,208,0
35,7,128,204,0
36,7,125,216,0
37,8,135,215,0
38,10,134,223,0
39,10,115,252,10000
40,14,125,248,10000
41,17,118,261,10000
42,17,128,261,10000
43,18,126,272,10000
44,18,119,289,10000
45,18,124,293,10000
46,18,121,306,10000
47,18,128,308,10000
48,18,133,313,10000
49,18,134,321,10000
50,18,144,321,0
51,18,152,323,0
52,19,155,328,0
53,19,162,331,0
54,19,164,338,0
55,19,174,338,0
56,19,181,341,0
57,19,190,341,0
58,19,200,341,0
59,19,210,341,0
60,19,219,341,0
61,19,229,341,0
62,19,238,341,0
63,19,248,341,0
64,19,258,341,0
65,19,267,341,0
66,19,277,341,0
67,19,287,341,0
68,19,296,341,0
69,19,305,342,0
70,19,315,342,0
71,19,324,342,0
72,19,334,342,0
73,20,341,344,0
74,20,344,350,0
75,20,354,350,0
76,20,364,350,0
77,20,373,350,0
78,20,383,350,0
79,20,392,350,0
80,20,402,350,0
81,20,412,350,0
82,20,421,350,0
83,20,430,350,0
84,20,440,350,0
85,20,449,350,0
86,20,459,350,0
87,20,469,350,0
88,20,478,350,0
89,20,488,350,0
90,20,497,350,0
91,20,507,350,0
