Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,17,10000
2,0,2,34,10000
3,0,7,46,10000
4,0,26,46,10000
5,0,45,46,10000
6,0,43,66,10000
7,0,36,92,10000
8,0,53,92,10000
9,0,72,92,10000
10,0,90,92,0
11,0,89,110,0
12,0,93,125,0
13,0,106,131,0
14,0,124,131,0
15,0,142,131,0
16,0,159,131,0
17,0,178,131,0
18,0,195,131,0
19,0,212,131,0
20,0,231,131,0
21,0,248,131,0
22,0,265,131,0
23,0,284,131,0
24,0,304,131,0
25,0,325,131,0
26,0,344,131,0
27,0,362,131,0
28,0,381,131,0
29,0,401,131,0
30,0,420,131,0
31,0,438,131,0
32,0,456,131,0
33,0,474,131,0
34,0,497,131,0
35,0,517,131,0
36,0,536,131,0
37,0,554,131,0
38,0,572,131,0
39,0,592,131,0
40,0,611,131,0
41,0,630,132,0
42,0,649,132,0
43,0,664,132,0
44,0,682,132,0
45,0,701,132,0
46,0,718,132,0
47,0,736,132,0
48,0,755,132,0
49,0,771,132,0
50,0,791,132,0
51,0,810,132,0
52,0,829,132,0
53,0,850,132,0
54,0,870,132,0
55,0,889,132,0
56,0,908,132,0
57,0,926,132,0
58,0,947,132,0
59,0,966,132,0
60,0,986,132,0
61,0,1006,132,0
62,0,1024,133,0
63,0,1047,133,0
64,0,1067,133,0
65,0,1088,133,0
66,0,1107,133,0
67,0,1130,133,0
68,0,1151,133,0
69,0,1175,133,0
70,0,1197,133,0
71,0,1221,133,0
72,0,1242,133,0
73,0,1262,133,0
74,0,1282,133,0
75,0,1303,133,0
76,0,1323,133,0
77,0,1345,133,0
78,0,1365,133,0
79,0,1387,133,0
80,0,1407,133,0
81,0,1428,134,0
82,0,1448,134,0
83,0,1469,134,0
84,0,1489,134,0
85,0,1510,134,0
86,0,1531,134,0
87,0,1552,134,0
88,0,1572,134,0
89,0,1593,134,0
90,0,1614,134,0
91,0,1636,134,0
