Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,3,17,10000
2,0,2,34,10000
3,0,8,47,10000
4,0,26,47,10000
5,0,43,47,10000
6,0,43,65,10000
7,0,36,89,10000
8,0,53,89,10000
9,0,71,89,10000
10,0,87,89,0
11,0,88,107,0
12,0,96,119,0
13,0,109,123,0
14,0,125,123,0
15,0,142,123,0
16,0,157,123,0
17,0,173,123,0
18,0,191,123,0
19,0,210,123,0
20,0,228,123,0
21,0,245,123,0
22,0,263,123,0
23,0,284,123,0
24,0,303,123,0
25,0,322,123,0
26,0,341,123,0
27,0,360,123,0
28,0,378,123,0
29,0,396,123,0
30,0,412,123,0
31,0,431,123,0
32,0,449,123,0
33,0,470,123,0
34,0,490,123,0
35,0,509,123,0
36,0,526,123,0
37,0,545,123,0
38,0,560,123,0
39,0,578,123,0
40,0,596,123,0
41,0,616,123,0
42,0,634,123,0
43,0,651,123,0
44,0,672,123,0
45,0,691,123,0
46,0,712,123,0
47,0,730,123,0
48,56,692,123,0
49,56,712,123,0
50,56,732,123,0
51,110,698,123,0
52,110,718,123,0
53,110,738,123,0
54,111,759,123,0
55,111,781,123,0
56,111,801,123,0
57,122,809,123,0
58,122,827,123,0
59,122,846,123,0
60,161,828,123,0
61,161,848,123,0
62,161,867,124,0
63,219,830,124,0
64,219,849,124,0
65,219,870,124,0
66,265,841,124,0
67,265,863,124,0
68,265,883,124,0
69,265,906,124,0
70,265,927,124,0
71,265,950,124,0
72,265,970,124,0
73,265,989,124,0
74,265,1009,124,0
75,265,1029,124,0
76,265,1051,124,0
77,265,1074,124,0
78,265,1093,124,0
79,265,1115,124,0
80,265,1136,124,0
81,265,1157,125,0
82,265,1178,125,0
83,265,1199,125,0
84,265,1221,125,0
85,265,1243,125,0
86,265,1265,125,0
87,265,1285,125,0
88,265,1304,125,0
89,265,1325,125,0
90,265,1345,125,0
91,265,1368,125,0
