Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,3,17,10000
2,0,3,37,10000
3,0,10,50,10000
4,0,29,50,10000
5,0,46,50,10000
6,0,50,67,10000
7,0,38,97,10000
8,0,56,100,10000
9,0,74,100,10000
10,0,93,100,10000
11,0,95,119,10000
12,0,101,134,10000
13,0,116,136,10000
14,0,138,136,10000
15,0,159,136,0
16,0,175,136,0
17,0,193,136,0
18,0,212,136,0
19,0,231,136,0
20,0,250,136,0
21,0,267,136,0
22,0,283,136,0
23,0,302,136,0
24,0,322,136,0
25,0,345,136,0
26,0,359,136,0
27,0,378,136,0
28,0,400,136,0
29,0,417,136,0
30,0,435,136,0
31,0,456,136,0
32,0,475,137,0
33,0,496,137,0
34,0,513,137,0
35,0,530,137,0
36,0,550,137,0
37,0,570,137,0
38,0,589,137,0
39,0,610,137,0
40,0,628,137,0
41,0,649,137,0
42,0,669,139,0
43,0,692,139,0
44,0,716,139,0
45,0,738,139,0
46,0,759,139,0
47,0,780,139,0
48,0,803,139,0
49,0,823,139,0
50,0,841,139,0
51,0,860,139,0
52,0,884,139,0
53,0,903,139,0
54,0,924,139,0
55,0,940,139,0
56,0,961,139,0
57,0,980,139,0
58,0,1000,139,0
59,0,1021,139,0
60,0,1039,139,0
61,0,1059,139,0
62,0,1081,139,0
63,0,1098,139,0
64,0,1114,140,0
65,0,1132,140,0
66,0,1152,140,0
67,0,1173,140,0
68,0,1194,140,0
69,0,1214,140,0
70,0,1234,140,0
71,0,1261,140,0
72,0,1286,140,0
73,0,1307,140,0
74,0,1328,140,0
75,0,1348,140,0
76,0,1373,140,0
77,0,1393,140,0
78,0,1414,141,0
79,0,1432,141,0
80,0,1456,141,0
81,0,1473,141,0
82,0,1494,141,0
83,0,1514,141,0
84,0,1534,141,0
85,0,1553,141,0
86,0,1575,141,0
87,0,1594,141,0
88,0,1615,141,0
89,0,1638,141,0
90,0,1656,141,0
91,0,1679,141,0
