Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,4,8,10000
2,0,4,17,10000
3,0,4,26,10000
4,0,4,36,10000
5,0,4,46,0
6,0,2,57,0
7,0,8,60,0
8,0,10,68,0
9,0,10,78,10000
10,0,19,78,10000
11,0,15,92,10000
12,0,24,92,10000
13,0,26,100,10000
14,0,31,104,10000
15,0,41,104,0
16,0,34,121,0
17,0,43,121,0
18,0,46,128,0
19,0,49,135,0
20,0,58,135,0
21,0,56,147,0
22,0,65,147,0
23,0,70,152,0
24,0,75,157,0
25,0,84,157,0
26,0,92,159,0
27,0,88,173,0
28,0,90,180,0
29,0,97,183,0
30,1,107,182,0
31,1,116,182,0
32,1,113,194,0
33,1,114,203,0
34,1,113,214,10000
35,6,122,209,10000
36,6,119,222,10000
37,8,129,220,10000
38,11,123,232,10000
39,11,106,259,10000
40,15,116,255,10000
41,18,109,268,10000
42,18,119,268,10000
43,20,120,275,10000
44,20,120,284,10000
45,20,125,289,10000
46,20,126,298,10000
47,21,132,300,10000
48,21,136,306,10000
49,21,135,316,10000
50,21,145,316,0
51,21,154,317,0
52,22,156,323,0
53,22,164,325,0
54,22,167,331,0
55,22,177,331,0
56,22,186,332,0
57,22,195,332,0
58,22,205,332,0
59,22,214,332,0
60,22,224,332,0
61,22,234,332,0
62,22,244,332,0
63,22,253,332,0
64,22,262,332,0
65,22,272,332,0
66,22,282,332,0
67,22,291,332,0
68,22,301,332,0
69,22,310,333,0
70,22,319,333,0
71,22,329,333,0
72,22,339,333,0
73,22,344,337,0
74,22,352,339,0
75,22,362,339,0
76,22,371,339,0
77,22,381,339,0
78,22,390,340,0
79,22,399,340,0
80,22,409,340,0
81,22,418,340,0
82,22,428,340,0
83,22,437,340,0
84,22,447,340,0
85,22,456,340,0
86,22,466,340,0
87,22,476,340,0
88,22,485,340,0
89,22,495,340,0
90,22,504,340,0
91,22,514,340,0
