Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,19,10000
2,0,2,35,10000
3,0,5,46,10000
4,0,23,46,10000
5,0,40,46,10000
6,0,42,61,10000
7,0,39,81,10000
8,0,58,81,10000
9,0,75,81,10000
10,0,91,81,0
11,0,94,95,0
12,0,97,110,0
13,0,112,114,0
14,0,130,114,0
15,0,148,114,0
16,0,164,114,0
17,0,182,114,0
18,0,201,114,0
19,0,221,114,0
20,0,239,114,0
21,0,258,114,0
22,0,274,114,0
23,0,295,114,0
24,0,315,114,0
25,0,336,114,0
26,0,353,114,0
27,0,372,114,0
28,0,390,114,0
29,0,408,114,0
30,0,427,114,0
31,0,446,114,0
32,0,463,114,0
33,0,484,114,0
34,0,503,114,0
35,0,521,114,0
36,0,538,114,0
37,0,559,114,0
38,0,574,114,0
39,0,591,114,0
40,0,610,114,0
41,0,628,114,0
42,0,647,114,0
43,0,669,114,0
44,0,690,114,0
45,0,710,114,0
46,0,730,114,0
47,0,749,114,0
48,0,769,114,0
49,0,788,114,0
50,0,808,114,0
51,0,829,114,0
52,0,850,114,0
53,0,870,114,0
54,0,889,114,0
55,0,909,114,0
56,0,929,114,0
57,0,947,114,0
58,0,965,114,0
59,0,982,114,0
60,0,1003,114,0
61,0,1022,114,0
62,0,1032,121,0
63,0,1052,121,0
64,0,1075,121,0
65,0,1097,121,0
66,0,1118,121,0
67,0,1138,121,0
68,0,1158,121,0
69,0,1178,121,0
70,0,1200,121,0
71,0,1220,121,0
72,0,1238,121,0
73,0,1256,121,0
74,0,1277,121,0
75,0,1297,121,0
76,0,1317,121,0
77,0,1338,121,0
78,0,1358,121,0
79,0,1380,121,0
80,0,1401,121,0
81,0,1423,121,0
82,0,1443,121,0
83,0,1463,121,0
84,0,1485,121,0
85,0,1504,121,0
86,0,1523,121,0
87,0,1543,121,0
88,0,1563,121,0
89,0,1583,121,0
90,0,1603,121,0
91,0,1625,121,0
