Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,18,10000
2,0,2,31,10000
3,0,7,43,10000
4,0,24,43,10000
5,0,41,43,10000
6,0,34,67,10000
7,0,34,85,10000
8,0,53,85,10000
9,0,70,85,10000
10,0,89,85,0
11,0,93,98,0
12,0,97,112,0
13,0,116,112,0
14,0,131,112,0
15,0,149,112,0
16,0,165,112,0
17,0,183,112,0
18,0,201,112,0
19,0,220,112,0
20,0,241,112,0
21,0,259,112,0
22,0,275,112,0
23,0,296,112,0
24,0,314,112,0
25,0,336,112,0
26,0,357,112,0
27,0,375,112,0
28,0,394,112,0
29,0,412,112,0
30,0,429,112,0
31,0,448,112,0
32,0,468,112,0
33,0,485,112,0
34,0,503,112,0
35,0,520,112,0
36,0,538,112,0
37,0,556,112,0
38,0,576,112,0
39,0,593,112,0
40,0,614,112,0
41,0,633,112,0
42,0,652,112,0
43,0,674,112,0
44,0,697,112,0
45,0,721,112,0
46,0,740,112,0
47,0,756,112,0
48,0,776,112,0
49,0,796,112,0
50,0,815,112,0
51,0,834,112,0
52,0,853,112,0
53,0,871,112,0
54,0,891,112,0
55,0,907,112,0
56,0,928,112,0
57,0,950,112,0
58,0,975,112,0
59,0,997,112,0
60,0,1017,112,0
61,0,1036,112,0
62,0,1056,112,0
63,0,1074,112,0
64,0,1089,119,0
65,0,1104,123,0
66,0,1124,123,0
67,0,1144,124,0
68,1,1164,124,0
69,1,1185,124,0
70,1,1202,124,0
71,28,1198,124,0
72,28,1219,124,0
73,28,1240,124,0
74,28,1259,124,0
75,69,1238,124,0
76,69,1262,124,0
77,69,1281,124,0
78,69,1301,124,0
79,69,1324,124,0
80,69,1343,124,0
81,69,1363,124,0
82,69,1381,124,0
83,69,1403,124,0
84,69,1425,124,0
85,69,1445,124,0
86,69,1465,125,0
87,69,1483,131,0
88,69,1505,131,0
89,69,1529,131,0
90,69,1555,131,0
91,69,1580,131,0
