Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,3,20,10000
2,0,3,38,10000
3,0,8,52,10000
4,0,26,52,10000
5,0,43,52,10000
6,0,39,77,10000
7,0,40,95,10000
8,0,60,95,10000
9,0,75,95,10000
10,0,91,95,0
11,0,91,113,0
12,0,96,125,0
13,0,117,125,0
14,0,140,125,0
15,0,157,125,0
16,0,175,125,0
17,0,194,125,0
18,0,212,125,0
19,0,231,125,0
20,0,250,125,0
21,0,269,125,0
22,0,287,125,0
23,0,304,125,0
24,0,325,125,0
25,0,344,125,0
26,0,362,125,0
27,0,383,125,0
28,0,402,125,0
29,0,421,125,0
30,0,442,125,0
31,0,464,125,0
32,0,488,125,0
33,0,508,125,0
34,0,526,125,0
35,0,542,125,0
36,0,565,125,0
37,0,587,125,0
38,0,606,125,0
39,0,623,125,0
40,0,639,125,0
41,0,657,125,0
42,0,679,125,0
43,0,695,125,0
44,0,714,125,0
45,0,735,125,0
46,0,754,125,0
47,0,772,125,0
48,29,762,125,0
49,29,782,125,0
50,29,802,125,0
51,29,821,125,0
52,29,840,125,0
53,29,861,125,0
54,29,880,125,0
55,78,854,125,0
56,78,877,125,0
57,78,895,125,0
58,128,869,125,0
59,128,890,125,0
60,128,911,125,0
61,188,871,125,0
62,188,896,125,0
63,188,920,125,0
64,239,889,126,0
65,239,913,127,0
66,239,932,127,0
67,297,892,127,0
68,297,917,127,0
69,297,939,127,0
70,348,907,127,0
71,348,931,127,0
72,348,954,127,0
73,386,937,127,0
74,386,954,127,0
75,386,978,127,0
76,386,999,127,0
77,386,1017,127,0
78,386,1034,127,0
79,386,1052,127,0
80,386,1072,127,0
81,386,1095,127,0
82,386,1119,127,0
83,386,1139,127,0
84,386,1161,127,0
85,386,1182,127,0
86,386,1206,127,0
87,386,1224,132,0
88,386,1246,132,0
89,386,1268,132,0
90,386,1289,132,0
91,386,1312,132,0
