Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,18,10000
2,0,2,32,10000
3,0,7,44,10000
4,0,25,44,10000
5,0,43,44,10000
6,0,38,65,10000
7,0,34,87,10000
8,0,51,87,10000
9,0,68,87,10000
10,0,88,87,0
11,0,90,105,0
12,0,92,121,0
13,0,106,123,0
14,0,125,123,0
15,0,141,123,0
16,0,157,123,0
17,0,175,123,0
18,0,194,123,0
19,0,209,123,0
20,0,229,123,0
21,0,249,123,0
22,0,268,123,0
23,0,288,123,0
24,0,307,123,0
25,0,328,123,0
26,0,345,123,0
27,0,364,123,0
28,0,382,123,0
29,0,399,123,0
30,0,415,123,0
31,0,435,123,0
32,0,454,123,0
33,0,472,123,0
34,0,492,123,0
35,0,511,123,0
36,0,530,123,0
37,0,549,123,0
38,0,565,123,0
39,0,583,123,0
40,0,603,123,0
41,0,623,123,0
42,0,641,123,0
43,0,659,123,0
44,0,678,123,0
45,0,698,123,0
46,0,718,123,0
47,0,737,123,0
48,0,757,123,0
49,0,775,123,0
50,0,795,123,0
51,0,815,123,0
52,0,835,123,0
53,0,854,123,0
54,0,873,123,0
55,0,893,123,0
56,0,914,123,0
57,0,932,123,0
58,0,951,123,0
59,0,968,123,0
60,0,988,123,0
61,3,1006,124,0
62,3,1016,133,0
63,3,1038,133,0
64,3,1055,133,0
65,3,1077,133,0
66,3,1094,133,0
67,13,1104,133,0
68,13,1122,133,0
69,13,1146,133,0
70,13,1168,133,0
71,13,1191,133,0
72,13,1212,133,0
73,13,1232,133,0
74,13,1253,133,0
75,13,1275,133,0
76,13,1296,133,0
77,13,1317,133,0
78,13,1337,133,0
79,13,1357,133,0
80,13,1378,133,0
81,13,1400,134,0
82,13,1421,134,0
83,13,1442,134,0
84,13,1463,134,0
85,13,1486,134,0
86,13,1507,134,0
87,13,1528,134,0
88,13,1549,134,0
89,13,1570,134,0
90,13,1590,134,0
91,13,1613,134,0
