Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,10,10000
2,0,2,20,10000
3,0,2,29,10000
4,0,2,39,10000
5,0,2,48,10000
6,0,2,58,10000
7,0,7,62,10000
8,0,11,68,10000
9,0,9,79,10000
10,0,19,79,10000
11,0,16,92,10000
12,0,25,92,10000
13,0,29,98,10000
14,0,34,103,10000
15,0,43,103,0
16,0,36,120,0
17,0,44,121,0
18,0,48,127,0
19,0,51,134,0
20,0,60,134,0
21,0,59,144,0
22,0,67,146,0
23,0,72,151,0
24,0,74,159,0
25,0,83,159,0
26,0,91,161,0
27,0,84,178,0
28,0,86,185,0
29,0,90,190,0
30,2,100,188,0
31,2,110,188,0
32,3,104,203,0
33,3,105,211,0
34,3,103,223,0
35,7,113,219,0
36,7,111,230,0
37,7,121,230,0
38,9,119,240,0
39,9,114,254,10000
40,10,118,259,10000
41,11,114,272,10000
42,11,123,272,10000
43,14,125,277,10000
44,14,128,283,10000
45,14,132,289,10000
46,14,127,304,10000
47,14,129,311,10000
48,14,133,317,10000
49,14,137,323,10000
50,14,146,323,0
51,14,154,325,0
52,14,157,331,0
53,14,166,332,0
54,14,171,337,0
55,14,180,337,0
56,14,189,338,0
57,14,198,338,0
58,14,208,338,0
59,14,217,338,0
60,14,227,338,0
61,14,237,338,0
62,14,247,338,0
63,14,256,338,0
64,14,266,338,0
65,14,275,338,0
66,14,285,338,0
67,14,295,338,0
68,14,303,340,0
69,14,312,340,0
70,14,322,340,0
71,15,332,339,0
72,15,341,339,0
73,15,345,345,0
74,15,344,355,0
75,15,353,355,0
76,15,363,355,0
77,15,373,355,0
78,15,382,355,0
79,15,392,355,0
80,15,402,355,0
81,15,411,355,0
82,15,421,355,0
83,15,430,355,0
84,15,440,355,0
85,15,449,355,0
86,15,459,355,0
87,15,469,355,0
88,15,478,355,0
89,15,488,355,0
90,15,498,355,0
91,15,507,355,0
