Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,18,10000
2,0,2,36,10000
3,0,6,48,10000
4,0,25,48,10000
5,0,42,48,10000
6,0,40,68,10000
7,0,33,92,10000
8,0,52,92,10000
9,0,69,92,10000
10,0,84,92,0
11,0,85,109,0
12,0,86,128,0
13,0,99,134,0
14,0,120,134,0
15,0,137,134,0
16,0,152,134,0
17,0,170,134,0
18,0,187,134,0
19,0,204,134,0
20,0,224,134,0
21,0,243,134,0
22,0,261,134,0
23,0,282,134,0
24,0,303,134,0
25,0,325,134,0
26,0,345,134,0
27,0,363,134,0
28,0,381,134,0
29,0,403,134,0
30,0,420,134,0
31,0,439,134,0
32,0,457,134,0
33,0,475,134,0
34,0,493,134,0
35,0,513,134,0
36,0,528,134,0
37,0,547,134,0
38,0,566,134,0
39,0,585,134,0
40,0,605,134,0
41,0,623,134,0
42,0,642,134,0
43,0,660,134,0
44,0,679,134,0
45,0,694,134,0
46,0,715,134,0
47,0,733,134,0
48,0,752,134,0
49,0,768,134,0
50,0,786,134,0
51,0,808,134,0
52,0,828,134,0
53,0,846,134,0
54,0,863,134,0
55,0,881,134,0
56,0,900,134,0
57,0,921,134,0
58,0,941,134,0
59,0,958,134,0
60,0,979,134,0
61,0,997,135,0
62,0,1007,142,0
63,0,1028,142,0
64,0,1049,142,0
65,0,1069,142,0
66,0,1089,142,0
67,1,1110,142,0
68,1,1129,142,0
69,1,1151,142,0
70,1,1174,142,0
71,1,1197,142,0
72,1,1215,142,0
73,1,1233,142,0
74,1,1256,142,0
75,1,1277,142,0
76,1,1298,142,0
77,1,1318,142,0
78,1,1338,142,0
79,1,1360,142,0
80,1,1382,142,0
81,1,1403,142,0
82,1,1422,142,0
83,1,1442,142,0
84,1,1463,142,0
85,1,1482,142,0
86,1,1503,142,0
87,1,1525,142,0
88,1,1547,142,0
89,1,1568,142,0
90,1,1588,142,0
91,1,1611,142,0
