Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,20,10000
2,0,2,38,10000
3,0,8,50,10000
4,0,25,50,10000
5,0,43,50,10000
6,0,47,64,10000
7,0,39,92,10000
8,0,52,96,10000
9,0,68,96,10000
10,0,85,96,0
11,0,87,111,0
12,0,98,118,0
13,0,106,125,0
14,0,125,125,0
15,0,141,125,0
16,0,161,125,0
17,0,180,125,0
18,0,198,125,0
19,0,216,125,0
20,0,234,125,0
21,0,253,125,0
22,0,270,125,0
23,0,290,125,0
24,0,307,125,0
25,0,325,125,0
26,0,342,125,0
27,0,363,125,0
28,0,384,125,0
29,0,403,125,0
30,0,421,125,0
31,0,442,125,0
32,0,462,125,0
33,0,482,125,0
34,0,499,125,0
35,0,518,125,0
36,0,535,125,0
37,0,553,125,0
38,0,573,125,0
39,0,594,125,0
40,0,614,125,0
41,0,638,125,0
42,0,659,127,0
43,0,681,127,0
44,0,700,127,0
45,0,721,127,0
46,0,739,127,0
47,0,758,127,0
48,0,782,127,0
49,0,801,127,0
50,0,820,127,0
51,0,839,127,0
52,0,857,127,0
53,0,877,127,0
54,0,895,127,0
55,0,915,127,0
56,0,934,127,0
57,0,953,127,0
58,0,973,127,0
59,0,993,127,0
60,0,1014,127,0
61,0,1034,127,0
62,0,1054,128,0
63,0,1075,128,0
64,0,1094,129,0
65,0,1114,129,0
66,0,1132,129,0
67,0,1152,129,0
68,0,1170,129,0
69,0,1191,129,0
70,0,1208,129,0
71,0,1229,129,0
72,0,1252,129,0
73,0,1274,129,0
74,0,1297,129,0
75,0,1319,129,0
76,0,1341,129,0
77,0,1362,129,0
78,0,1382,129,0
79,0,1402,129,0
80,0,1421,129,0
81,0,1441,129,0
82,0,1459,129,0
83,0,1474,129,0
84,0,1497,129,0
85,0,1520,129,0
86,0,1541,129,0
87,0,1561,129,0
88,0,1581,129,0
89,0,1603,129,0
90,0,1624,129,0
91,0,1648,129,0
