Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,20,10000
2,0,2,37,10000
3,0,7,49,10000
4,0,26,49,10000
5,0,44,49,10000
6,0,39,68,10000
7,0,32,93,10000
8,0,50,93,10000
9,0,68,93,10000
10,0,86,93,0
11,0,88,109,0
12,0,94,122,0
13,0,107,128,0
14,0,128,128,0
15,0,146,128,0
16,0,164,128,0
17,0,181,128,0
18,0,196,128,0
19,0,215,128,0
20,0,235,128,0
21,0,255,128,0
22,0,271,128,0
23,0,291,128,0
24,0,310,128,0
25,0,330,128,0
26,0,348,128,0
27,0,370,128,0
28,0,388,128,0
29,0,406,128,0
30,0,423,128,0
31,0,442,128,0
32,0,459,128,0
33,0,479,128,0
34,0,500,128,0
35,0,522,128,0
36,0,539,128,0
37,0,558,128,0
38,0,575,128,0
39,0,594,128,0
40,0,610,128,0
41,0,629,128,0
42,0,648,128,0
43,0,664,128,0
44,0,681,128,0
45,0,699,128,0
46,0,718,128,0
47,0,737,128,0
48,0,756,128,0
49,0,776,128,0
50,0,797,128,0
51,0,818,128,0
52,0,838,128,0
53,0,857,128,0
54,0,875,128,0
55,0,894,128,0
56,0,914,128,0
57,1,932,128,0
58,1,950,128,0
59,1,970,128,0
60,1,988,128,0
61,1,1010,128,0
62,1,1027,131,0
63,40,1007,132,0
64,40,1027,132,0
65,40,1047,132,0
66,82,1024,132,0
67,82,1047,132,0
68,82,1066,132,0
69,98,1071,132,0
70,98,1094,132,0
71,98,1116,132,0
72,98,1136,132,0
73,98,1156,132,0
74,98,1177,132,0
75,98,1197,132,0
76,98,1218,132,0
77,98,1240,132,0
78,98,1259,132,0
79,98,1281,132,0
80,98,1303,132,0
81,98,1325,132,0
82,98,1344,132,0
83,98,1365,132,0
84,98,1386,132,0
85,98,1405,132,0
86,98,1423,132,0
87,98,1443,132,0
88,98,1462,132,0
89,98,1483,132,0
90,98,1504,132,0
91,98,1524,132,0
