Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,16,10000
2,0,2,33,10000
3,0,2,50,10000
4,0,17,51,10000
5,0,34,51,10000
6,0,32,70,10000
7,0,32,87,10000
8,0,42,95,10000
9,0,58,95,10000
10,0,75,95,0
11,0,74,111,0
12,0,86,116,0
13,0,96,121,0
14,0,112,121,0
15,0,129,121,0
16,0,143,124,0
17,0,159,124,0
18,0,176,124,0
19,0,191,124,0
20,0,208,124,0
21,0,224,124,0
22,0,241,124,0
23,0,256,124,0
24,0,273,124,0
25,0,289,124,0
26,0,304,124,0
27,0,320,124,0
28,0,338,124,0
29,0,355,124,0
30,0,372,124,0
31,0,389,124,0
32,0,396,133,0
33,0,396,150,0
34,0,413,150,0
35,0,430,150,0
36,0,446,150,0
37,0,463,150,0
38,0,480,150,0
39,0,498,150,0
40,0,514,150,0
41,0,531,150,0
42,0,548,150,0
43,0,566,150,0
44,0,584,150,0
45,0,600,150,0
46,0,618,150,0
47,0,636,150,0
48,0,652,150,0
49,0,670,150,0
50,0,688,150,0
51,0,705,150,0
52,0,722,150,0
53,0,739,150,0
54,0,758,150,0
55,0,774,150,0
56,0,790,150,0
57,0,807,150,0
58,0,825,150,0
59,0,843,150,0
60,0,861,150,0
61,0,878,150,0
62,0,896,150,0
63,0,914,150,0
64,0,932,150,0
65,0,949,150,0
66,0,967,150,0
67,0,984,150,0
68,0,1000,150,0
69,0,1017,150,0
70,0,1035,150,0
71,0,1051,150,0
72,0,1069,150,0
73,0,1086,150,0
74,0,1104,150,0
75,0,1121,150,0
76,0,1139,150,0
77,0,1156,150,0
78,0,1174,150,0
79,41,1151,150,0
80,41,1169,150,0
81,41,1187,150,0
82,41,1201,151,0
83,95,1164,151,0
84,95,1181,151,0
85,95,1198,151,0
86,146,1163,151,0
87,146,1181,151,0
88,146,1198,151,0
89,149,1213,151,0
90,149,1231,151,0
91,149,1249,151,0
