Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,3,16,10000
2,0,2,35,10000
3,0,9,48,10000
4,0,27,48,10000
5,0,48,48,10000
6,0,48,65,10000
7,0,35,93,10000
8,0,48,98,10000
9,0,69,98,10000
10,0,91,98,10000
11,0,94,115,10000
12,0,106,123,10000
13,0,121,127,10000
14,0,139,127,10000
15,0,153,127,0
16,0,173,127,0
17,0,188,127,0
18,0,208,127,0
19,0,231,127,0
20,0,247,127,0
21,0,262,129,0
22,1,280,129,0
23,1,298,129,0
24,1,315,129,0
25,3,332,127,0
26,7,352,123,0
27,9,368,121,0
28,9,389,121,0
29,9,409,121,0
30,9,429,121,0
31,9,449,121,0
32,9,467,121,0
33,9,488,121,0
34,9,505,121,0
35,9,521,121,0
36,9,539,121,0
37,9,556,121,0
38,9,575,121,0
39,9,594,121,0
40,9,613,121,0
41,9,630,121,0
42,9,652,122,0
43,9,673,122,0
44,9,691,122,0
45,9,715,122,0
46,9,735,122,0
47,9,754,122,0
48,9,774,122,0
49,9,791,122,0
50,9,809,122,0
51,9,828,122,0
52,9,849,122,0
53,9,870,122,0
54,9,891,122,0
55,9,913,122,0
56,9,934,122,0
57,9,955,122,0
58,9,975,122,0
59,9,994,122,0
60,9,1014,122,0
61,9,1033,122,0
62,9,1052,122,0
63,9,1071,122,0
64,9,1092,122,0
65,9,1109,122,0
66,9,1129,122,0
67,9,1148,122,0
68,9,1171,122,0
69,9,1190,122,0
70,9,1209,122,0
71,9,1230,122,0
72,9,1251,122,0
73,9,1270,122,0
74,9,1292,122,0
75,9,1314,122,0
76,9,1336,122,0
77,9,1357,122,0
78,9,1379,122,0
79,9,1401,122,0
80,9,1419,122,0
81,9,1439,122,0
82,9,1457,122,0
83,9,1480,122,0
84,9,1499,122,0
85,9,1519,122,0
86,9,1541,122,0
87,9,1561,122,0
88,9,1581,122,0
89,9,1600,122,0
90,9,1618,122,0
91,9,1640,122,0
