Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,10,10000
2,0,2,20,10000
3,0,2,30,10000
4,0,2,39,10000
5,0,2,49,10000
6,0,3,58,10000
7,0,3,67,10000
8,0,8,72,10000
9,0,6,84,10000
10,0,15,84,10000
11,0,10,99,10000
12,0,19,99,10000
13,0,20,108,10000
14,0,26,111,10000
15,0,36,111,0
16,0,33,124,0
17,0,42,124,0
18,0,46,130,0
19,0,50,135,0
20,0,60,135,0
21,0,59,146,0
22,0,67,147,0
23,0,73,150,0
24,0,74,158,0
25,0,84,158,0
26,0,86,165,0
27,0,89,172,0
28,0,96,175,0
29,0,103,177,0
30,0,113,177,0
31,0,120,179,0
32,0,122,187,0
33,3,121,195,0
34,3,121,204,0
35,5,131,202,0
36,5,124,219,0
37,5,129,223,0
38,10,133,224,10000
39,10,129,237,10000
40,15,137,234,10000
41,17,136,242,10000
42,17,140,248,10000
43,23,150,242,10000
44,23,159,242,10000
45,23,168,242,0
46,23,177,242,0
47,23,187,242,0
48,23,197,242,0
49,23,205,243,0
50,23,215,243,0
51,23,225,243,0
52,23,234,243,0
53,23,244,243,0
54,23,253,243,0
55,23,263,243,0
56,23,272,243,0
57,23,282,243,0
58,23,292,243,0
59,23,301,243,0
60,23,311,243,0
61,23,320,243,0
62,23,330,243,0
63,23,337,246,0
64,23,347,246,0
65,23,356,246,0
66,23,363,249,0
67,23,370,252,0
68,23,376,255,0
69,23,380,261,0
70,23,389,262,0
71,23,397,263,0
72,23,407,263,0
73,23,417,263,0
74,23,426,263,0
75,23,436,263,0
76,23,445,263,0
77,23,455,263,0
78,23,465,263,0
79,23,474,263,0
80,23,484,263,0
81,23,493,263,0
82,23,503,263,0
83,23,513,263,0
84,23,522,263,0
85,23,532,263,0
86,23,542,263,0
87,23,551,263,0
88,23,561,263,0
89,23,571,263,0
90,23,580,263,0
91,23,590,263,0
