Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,3,9,10000
2,0,4,18,10000
3,0,5,26,10000
4,0,5,36,10000
5,0,5,46,10000
6,0,5,55,10000
7,0,5,65,10000
8,0,10,70,10000
9,0,6,83,10000
10,0,16,83,10000
11,0,13,96,10000
12,0,21,97,10000
13,0,24,103,10000
14,0,29,108,10000
15,0,39,108,0
16,0,37,119,0
17,0,45,121,0
18,0,51,125,0
19,0,53,132,0
20,0,63,132,0
21,0,62,142,0
22,0,65,149,0
23,0,73,151,0
24,0,73,160,0
25,0,83,160,0
26,0,85,168,0
27,0,88,174,0
28,0,96,176,0
29,0,99,182,0
30,0,109,182,0
31,0,117,184,0
32,1,121,188,0
33,1,118,201,0
34,1,119,209,0
35,2,129,208,0
36,2,126,220,0
37,4,130,224,0
38,6,135,227,0
39,6,130,241,0
40,6,138,243,0
41,9,140,248,0
42,9,142,255,0
43,13,152,251,0
44,13,161,251,0
45,13,171,251,0
46,13,180,251,0
47,13,190,251,0
48,13,199,251,0
49,13,209,251,0
50,13,218,251,0
51,13,228,251,0
52,13,238,251,0
53,13,248,251,0
54,13,257,251,0
55,13,267,251,0
56,13,276,251,0
57,13,286,251,0
58,13,295,251,0
59,13,304,251,0
60,13,314,251,0
61,13,324,251,0
62,13,334,251,0
63,13,342,252,0
64,13,351,253,0
65,13,360,253,0
66,13,368,255,0
67,13,376,257,0
68,13,383,260,0
69,13,382,270,0
70,13,391,271,0
71,13,399,272,0
72,13,409,272,0
73,13,418,272,0
74,13,428,272,0
75,13,437,272,0
76,13,447,272,0
77,13,457,272,0
78,13,466,272,0
79,13,476,272,0
80,13,485,272,0
81,13,495,272,0
82,13,505,272,0
83,13,514,272,0
84,13,524,272,0
85,13,534,272,0
86,13,543,272,0
87,13,553,272,0
88,13,563,272,0
89,13,572,272,0
90,13,582,272,0
91,13,592,272,0
