Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,8,11,10000
2,0,8,30,10000
3,0,8,46,10000
4,0,25,47,10000
5,0,41,48,0
6,0,36,71,0
7,0,31,95,10000
8,0,40,102,10000
9,0,59,102,10000
10,0,76,102,10000
11,0,75,119,10000
12,0,91,121,10000
13,0,101,126,10000
14,0,118,126,10000
15,0,136,126,0
16,0,148,131,0
17,0,162,133,0
18,0,175,138,0
19,0,195,138,0
20,0,212,138,0
21,0,217,148,0
22,0,235,148,0
23,0,254,148,0
24,0,276,148,0
25,0,295,148,0
26,5,314,143,0
27,5,329,143,0
28,5,348,143,0
29,5,365,143,0
30,5,385,143,0
31,5,401,143,0
32,5,421,144,0
33,5,441,144,0
34,5,458,144,0
35,5,477,144,0
36,5,495,144,0
37,5,514,144,0
38,5,534,144,0
39,5,553,144,0
40,5,571,144,0
41,5,590,144,0
42,5,608,144,0
43,5,629,144,0
44,5,650,144,0
45,5,667,144,0
46,5,688,144,0
47,5,711,144,0
48,5,731,144,0
49,5,751,144,0
50,5,771,144,0
51,5,793,144,0
52,5,812,144,0
53,5,831,144,0
54,5,853,144,0
55,5,874,144,0
56,5,893,144,0
57,5,911,144,0
58,5,932,144,0
59,5,953,144,0
60,6,973,144,0
61,6,994,144,0
62,6,1014,146,0
63,6,1034,148,0
64,7,1051,148,0
65,7,1067,152,0
66,7,1088,152,0
67,51,1063,152,0
68,51,1087,152,0
69,51,1108,152,0
70,69,1113,152,0
71,69,1131,152,0
72,69,1150,152,0
73,69,1171,152,0
74,69,1188,152,0
75,69,1208,152,0
76,69,1228,152,0
77,69,1251,152,0
78,69,1273,152,0
79,69,1293,152,0
80,69,1315,152,0
81,69,1338,152,0
82,69,1357,152,0
83,69,1373,153,0
84,69,1391,153,0
85,69,1410,153,0
86,69,1428,153,0
87,69,1449,153,0
88,69,1468,153,0
89,69,1488,153,0
90,69,1506,153,0
91,69,1529,153,0
