Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,5,15,10000
2,0,5,33,10000
3,0,5,51,10000
4,0,21,53,10000
5,0,39,53,0
6,0,31,79,0
7,0,36,92,10000
8,0,43,104,10000
9,0,62,104,10000
10,0,81,104,10000
11,0,80,123,10000
12,0,99,124,10000
13,0,107,138,10000
14,0,123,138,10000
15,0,140,138,0
16,0,148,148,0
17,0,165,148,0
18,0,173,157,0
19,0,189,157,0
20,0,206,157,0
21,0,215,164,0
22,0,229,165,0
23,0,250,165,0
24,0,271,165,0
25,0,289,165,0
26,2,305,163,0
27,3,325,162,0
28,3,343,162,0
29,3,360,162,0
30,3,378,162,0
31,3,397,162,0
32,3,416,162,0
33,3,437,162,0
34,3,457,162,0
35,3,474,162,0
36,3,496,162,0
37,3,514,162,0
38,3,533,162,0
39,3,552,162,0
40,3,572,162,0
41,3,591,162,0
42,3,611,162,0
43,3,630,162,0
44,3,651,162,0
45,3,669,162,0
46,3,686,162,0
47,3,706,162,0
48,3,725,162,0
49,3,745,162,0
50,3,764,162,0
51,3,785,162,0
52,3,805,162,0
53,3,823,162,0
54,3,844,162,0
55,3,864,162,0
56,4,883,162,0
57,4,903,162,0
58,4,922,162,0
59,4,944,162,0
60,45,923,162,0
61,45,944,164,0
62,45,966,164,0
63,46,985,165,0
64,46,1004,165,0
65,46,1023,165,0
66,55,1031,165,0
67,55,1052,165,0
68,55,1074,165,0
69,56,1096,165,0
70,56,1119,165,0
71,56,1138,165,0
72,105,1111,165,0
73,105,1131,165,0
74,105,1150,165,0
75,105,1169,165,0
76,105,1188,165,0
77,105,1209,165,0
78,105,1230,165,0
79,105,1250,165,0
80,105,1272,165,0
81,105,1295,165,0
82,105,1315,165,0
83,105,1336,165,0
84,105,1353,165,0
85,105,1374,165,0
86,105,1390,165,0
87,105,1410,165,0
88,105,1431,165,0
89,105,1451,165,0
90,105,1469,165,0
91,105,1489,165,0
