Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,10,10000
2,0,3,19,10000
3,0,3,28,10000
4,0,4,37,10000
5,0,4,47,10000
6,0,4,56,10000
7,0,5,65,10000
8,0,8,72,10000
9,0,6,83,10000
10,0,16,83,10000
11,0,12,96,10000
12,0,20,98,10000
13,0,23,104,10000
14,0,28,109,10000
15,0,38,109,0
16,0,34,122,0
17,0,43,122,0
18,0,50,125,0
19,0,54,131,0
20,0,63,131,0
21,0,60,144,0
22,0,69,144,0
23,0,78,145,0
24,0,78,154,0
25,0,87,154,0
26,0,91,160,0
27,0,96,165,0
28,0,102,168,0
29,0,108,172,0
30,0,117,172,0
31,0,122,177,0
32,0,127,181,0
33,1,127,190,0
34,1,128,199,0
35,1,137,199,0
36,2,135,210,0
37,2,140,215,0
38,4,143,219,10000
39,4,141,231,10000
40,12,150,224,10000
41,14,149,232,10000
42,14,149,242,10000
43,15,158,241,10000
44,15,168,241,10000
45,15,178,241,0
46,15,187,241,0
47,15,197,241,0
48,15,206,241,0
49,15,215,242,0
50,15,225,242,0
51,15,234,242,0
52,15,244,242,0
53,15,254,242,0
54,15,263,242,0
55,15,273,242,0
56,15,283,242,0
57,15,292,242,0
58,15,302,242,0
59,15,312,242,0
60,15,321,242,0
61,15,331,242,0
62,15,340,242,0
63,15,349,243,0
64,15,357,245,0
65,15,367,245,0
66,15,376,245,0
67,21,385,240,0
68,24,393,239,0
69,27,395,243,0
70,27,404,244,0
71,27,412,246,0
72,27,421,246,0
73,27,431,246,0
74,27,441,246,0
75,27,450,246,0
76,27,460,246,0
77,27,469,246,0
78,27,479,246,0
79,27,489,246,0
80,27,498,246,0
81,27,507,246,0
82,27,517,246,0
83,27,527,246,0
84,27,536,246,0
85,27,546,246,0
86,27,556,246,0
87,27,565,246,0
88,27,575,246,0
89,27,584,246,0
90,27,594,246,0
91,27,604,246,0
