Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,10,10000
2,0,2,20,10000
3,0,2,29,10000
4,0,2,39,10000
5,0,2,49,10000
6,0,2,58,10000
7,0,3,67,10000
8,0,6,74,10000
9,0,4,85,10000
10,0,14,85,10000
11,0,8,101,10000
12,0,17,101,10000
13,0,21,107,10000
14,0,26,111,10000
15,0,36,111,0
16,0,31,126,0
17,0,40,126,0
18,0,44,132,0
19,0,47,138,0
20,0,57,138,0
21,0,59,145,0
22,0,62,152,0
23,0,70,153,0
24,0,66,166,0
25,0,76,166,0
26,0,77,174,0
27,0,82,179,0
28,0,90,180,0
29,0,96,184,0
30,0,105,184,0
31,0,111,188,0
32,3,114,192,0
33,6,112,200,0
34,6,112,210,0
35,6,121,210,0
36,6,118,222,0
37,6,123,227,0
38,11,126,229,10000
39,11,126,238,10000
40,11,135,239,10000
41,18,135,242,10000
42,18,139,247,10000
43,18,149,247,10000
44,18,158,247,10000
45,18,168,247,0
46,18,176,248,0
47,18,186,248,0
48,18,196,248,0
49,18,205,248,0
50,18,215,248,0
51,18,225,248,0
52,18,234,248,0
53,18,244,248,0
54,18,253,248,0
55,18,263,248,0
56,18,272,248,0
57,18,282,248,0
58,18,292,248,0
59,18,301,248,0
60,18,311,248,0
61,18,321,248,0
62,18,330,248,0
63,18,338,249,0
64,18,346,251,0
65,18,355,251,0
66,18,362,254,0
67,18,372,254,0
68,25,377,251,0
69,25,378,260,0
70,25,386,261,0
71,25,395,262,0
72,25,404,262,0
73,25,414,262,0
74,25,424,262,0
75,25,433,262,0
76,25,442,262,0
77,25,451,262,0
78,25,461,262,0
79,25,470,262,0
80,25,480,262,0
81,25,490,262,0
82,25,500,262,0
83,25,509,262,0
84,25,519,262,0
85,25,529,262,0
86,25,538,262,0
87,25,548,262,0
88,25,558,262,0
89,25,567,262,0
90,25,577,262,0
91,25,587,262,0
