Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,23,10000
2,0,3,42,10000
3,0,5,57,10000
4,0,21,57,10000
5,0,40,57,10000
6,0,45,69,10000
7,0,39,92,10000
8,0,45,102,10000
9,0,64,102,10000
10,0,82,102,0
11,0,85,118,0
12,0,91,132,0
13,0,103,137,0
14,0,126,137,0
15,0,148,137,0
16,0,166,137,0
17,0,183,137,0
18,0,199,137,0
19,0,216,137,0
20,0,235,137,0
21,0,254,137,0
22,0,271,137,0
23,0,287,137,0
24,0,305,137,0
25,0,322,137,0
26,0,340,137,0
27,0,362,137,0
28,0,381,137,0
29,0,399,137,0
30,0,419,137,0
31,0,441,137,0
32,0,459,137,0
33,0,478,137,0
34,0,499,137,0
35,0,516,137,0
36,0,538,137,0
37,0,557,137,0
38,0,579,137,0
39,0,595,137,0
40,0,614,137,0
41,0,636,137,0
42,0,653,137,0
43,0,672,137,0
44,0,691,137,0
45,0,708,137,0
46,0,725,137,0
47,0,744,137,0
48,0,764,137,0
49,0,780,137,0
50,0,795,137,0
51,0,817,137,0
52,0,838,137,0
53,0,860,137,0
54,0,877,137,0
55,0,897,137,0
56,0,916,137,0
57,0,934,137,0
58,0,953,137,0
59,0,973,137,0
60,0,993,137,0
61,0,1013,137,0
62,0,1035,137,0
63,0,1055,137,0
64,0,1072,137,0
65,0,1093,137,0
66,0,1112,137,0
67,0,1130,137,0
68,0,1148,137,0
69,0,1166,137,0
70,0,1184,137,0
71,0,1203,137,0
72,0,1225,137,0
73,0,1243,137,0
74,0,1265,137,0
75,0,1283,137,0
76,0,1305,137,0
77,0,1323,137,0
78,0,1345,137,0
79,0,1363,137,0
80,0,1385,137,0
81,0,1406,137,0
82,0,1430,137,0
83,0,1449,137,0
84,0,1466,137,0
85,0,1486,137,0
86,0,1511,137,0
87,0,1534,137,0
88,0,1554,137,0
89,0,1576,137,0
90,0,1597,137,0
91,0,1615,137,0
