Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,20,10000
2,0,2,37,10000
3,0,6,51,10000
4,0,24,51,10000
5,0,40,51,10000
6,0,47,62,10000
7,0,38,91,10000
8,0,47,100,10000
9,0,62,100,10000
10,0,83,100,10000
11,0,83,119,10000
12,0,86,134,10000
13,0,100,137,10000
14,0,116,137,10000
15,0,134,137,0
16,0,152,137,0
17,0,170,137,0
18,0,188,137,0
19,0,209,137,0
20,0,227,137,0
21,0,242,137,0
22,0,258,137,0
23,0,277,137,0
24,0,291,137,0
25,0,310,137,0
26,0,330,137,0
27,0,352,137,0
28,0,369,137,0
29,0,389,137,0
30,0,408,137,0
31,0,427,137,0
32,0,443,138,0
33,0,460,138,0
34,0,479,138,0
35,0,499,138,0
36,0,515,138,0
37,0,534,138,0
38,0,553,138,0
39,0,573,138,0
40,0,591,138,0
41,0,607,138,0
42,0,624,138,0
43,0,641,138,0
44,0,658,138,0
45,0,677,138,0
46,0,692,138,0
47,0,715,138,0
48,0,731,138,0
49,0,749,138,0
50,0,766,138,0
51,0,784,138,0
52,0,803,138,0
53,0,823,138,0
54,0,841,138,0
55,0,860,138,0
56,0,878,138,0
57,0,901,138,0
58,0,921,138,0
59,0,940,138,0
60,0,957,138,0
61,0,977,138,0
62,0,993,140,0
63,0,1015,140,0
64,0,1035,140,0
65,0,1054,140,0
66,0,1072,140,0
67,0,1092,140,0
68,0,1109,140,0
69,0,1129,140,0
70,0,1149,140,0
71,0,1168,140,0
72,0,1190,140,0
73,0,1212,140,0
74,0,1234,140,0
75,0,1256,140,0
76,0,1275,140,0
77,0,1293,140,0
78,0,1314,140,0
79,0,1333,140,0
80,0,1355,140,0
81,0,1377,140,0
82,0,1397,140,0
83,0,1418,140,0
84,0,1439,140,0
85,0,1457,140,0
86,0,1476,140,0
87,0,1499,140,0
88,0,1522,140,0
89,0,1541,140,0
90,0,1564,140,0
91,0,1585,140,0
