Seconds,Closed,Pending,Connected,Service Available
0,0,1,0,10000
1,0,2,10,10000
2,0,3,19,10000
3,0,4,27,10000
4,0,4,37,10000
5,0,4,47,10000
6,0,4,56,10000
7,0,4,66,10000
8,0,9,71,10000
9,0,5,84,10000
10,0,15,84,10000
11,0,11,98,10000
12,0,19,99,10000
13,0,22,105,10000
14,0,27,110,10000
15,0,37,110,0
16,0,35,122,0
17,0,44,122,0
18,0,49,127,0
19,0,50,136,0
20,0,59,136,0
21,0,62,143,0
22,0,65,149,0
23,0,72,152,0
24,0,72,161,0
25,0,81,161,0
26,0,83,169,0
27,0,87,175,0
28,0,95,176,0
29,0,99,182,0
30,0,108,182,0
31,0,116,184,0
32,0,121,189,0
33,0,119,200,0
34,0,119,210,0
35,0,128,210,0
36,0,127,221,0
37,0,132,226,0
38,5,138,224,0
39,5,134,238,0
40,5,143,239,0
41,11,143,242,0
42,11,145,250,0
43,15,154,246,0
44,15,164,246,0
45,15,174,246,0
46,15,183,246,0
47,15,192,246,0
48,15,202,246,0
49,15,211,246,0
50,15,219,248,0
51,15,229,248,0
52,15,238,248,0
53,15,248,248,0
54,15,257,248,0
55,15,267,248,0
56,15,277,248,0
57,15,286,248,0
58,15,296,248,0
59,15,305,248,0
60,15,315,248,0
61,15,325,248,0
62,15,334,248,0
63,15,344,248,0
64,15,352,249,0
65,15,362,249,0
66,15,371,250,0
67,18,379,248,0
68,25,385,245,0
69,28,386,251,0
70,30,394,250,0
71,30,403,251,0
72,30,413,251,0
73,30,422,251,0
74,30,432,251,0
75,30,441,251,0
76,30,451,251,0
77,30,460,251,0
78,30,470,251,0
79,30,480,251,0
80,30,489,251,0
81,30,499,251,0
82,30,509,251,0
83,30,518,251,0
84,30,528,251,0
85,30,537,251,0
86,30,547,251,0
87,30,557,251,0
88,30,566,251,0
89,30,576,251,0
90,30,585,251,0
91,30,595,251,0
